Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
BIF,Boulder Growth & Income Fund Inc.,2,3.99%,$10.23,$0.4080,2020-04-22,Quarter,2020-04-30,Financial,Closed End Fund Equity,Unknown,2020-04-23,2020-02-12,No
BUSE,First Busey Corp,4.6,3.99%,$22.07,$0.8800,2020-01-23,Quarter,2020-01-31,Financial,Regional Midwest Banks,Unknown,2020-01-24,2020-01-14,No
SOI,"Solaris Oilfield Infrastructure, Inc. Class A",2.6,3.98%,$10.60,$0.4200,2019-12-13,Quarter,2019-12-26,Basic Materials,Oil And Gas Equipment And Services,Qualified,2019-12-16,2019-12-03,No
WSO,Watsco Inc.,3.6,3.98%,$156.98,$6.4000,2020-01-15,Quarter,2020-01-31,Services,Electronics Wholesale,Qualified,2020-01-16,2020-01-02,No
WTBA,"West Bancorporation, Inc. Cdt.-Cap. Stk.",3.4,3.98%,$20.45,$0.8400,2020-02-04,Quarter,2020-02-19,Financial,Regional Southwest Banks,Qualified,2020-02-05,2020-01-22,No
MAV,Pioneer Municipal High Income Advantage Trust,2,3.98%,$11.14,$0.4500,2020-02-18,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-19,2020-02-05,No
IRET,Investors Real Estate Trust,1.8,3.97%,$70.45,$2.8000,2019-12-31,Quarter,2020-01-15,Financial,Reit Residential,Non-Qualified,2020-01-02,2019-12-05,No
ARCH,Arch Coal Inc Class A,2.6,3.97%,$50.35,$2.0000,2020-03-02,Quarter,2020-03-13,Basic Materials,Industrial Metals And Minerals,Qualified,2020-03-03,2020-02-06,No
WSO-B,Watsco Inc. Cl. B Cv. Com.,3.6,3.97%,$152.51,$6.4000,2020-01-15,Quarter,2020-01-31,Services,Electronics Wholesale,Qualified,2020-01-16,2020-01-02,No
LSI,Life Storage Inc,3.8,3.97%,$107.91,$4.2800,2020-01-13,Quarter,2020-01-27,Financial,Reit Diversified,Non-Qualified,2020-01-14,2020-01-02,No
MYE,Myers Industries,3.8,3.96%,$13.57,$0.5400,2019-12-05,Quarter,2020-01-03,Consumer Goods,Rubber And Plastics,Qualified,2019-12-06,2019-10-30,No
WU,Western Union,3.4,3.96%,$22.39,$0.9000,2020-03-16,Quarter,2020-03-31,Services,Personal Services,Qualified,2020-03-17,2020-02-11,No
SSBI,Summit State Bank,1.6,3.96%,$11.57,$0.4800,2020-02-13,Quarter,2020-02-21,Financial,Regional Pacific Banks,Qualified,2020-02-14,2020-01-27,No
WBA,"Walgreens Boots Alliance, Inc.",1.8,3.96%,$45.76,$1.8300,2020-02-18,Quarter,2020-03-12,Services,Drug Stores,Qualified,2020-02-19,2020-01-30,No
VBF,Invesco Van Kampen Bond Fund,1.6,3.96%,$19.51,$0.7920,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
KAR,KAR Auction Services Inc,3.6,3.95%,$19.25,$0.7600,2020-03-19,Quarter,2020-04-03,Services,Auto Dealerships,Qualified,2020-03-20,2020-02-18,No
SO,Southern Company,3.8,3.94%,$60.36,$2.4800,2020-02-14,Quarter,2020-03-06,Utilities,Electric Utilities,Qualified,2020-02-18,2020-01-17,No
MQT,"BlackRock MuniYield Quality Fund II, Inc.",2,3.94%,$13.37,$0.5280,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
BHLB,Berkshire Hills Bancorp,4.6,3.93%,$24.41,$0.9600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-17,2020-01-27,No
CTBI,Community Trust Bancorp,3.8,3.93%,$38.68,$1.5200,2020-03-12,Quarter,2020-04-01,Financial,Regional Southeast Banks,Qualified,2020-03-15,2020-01-28,No
NNN,National Retail Properties,3.8,3.93%,$50.85,$2.0600,2020-01-30,Quarter,2020-02-14,Financial,Reit Retail,Non-Qualified,2020-01-31,2020-01-15,No
MUA,"BlackRock MuniAssets Fund, Inc.",2,3.93%,$15.81,$0.6300,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
GILD,Gilead Sciences,2,3.92%,$69.36,$2.7200,2020-03-12,Quarter,2020-03-30,Healthcare,Biotechnology,Qualified,2020-03-13,2020-02-04,No
TROX,Tronox Limited,2.4,3.92%,$7.34,$0.2800,2020-03-06,Quarter,2020-03-20,Basic Materials,Industrial Metals And Minerals,Unknown,2020-03-09,2020-02-25,No
MMM,3M,3.8,3.92%,$149.24,$5.8800,2020-02-13,Quarter,2020-03-12,Conglomerates,Conglomerates General,Qualified,2020-02-14,2020-02-04,No
NKX,Nuveen Insured California Tax-Free Advantage Municipal Fund,2,3.91%,$15.53,$0.6180,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
AFB,"AllianceBernstein National Municipal Income Fund, Inc.",2,3.90%,$14.08,$0.5497,2020-03-05,Monthly,2020-03-20,Financial,Closed End Fund Debt,Unknown,2020-03-06,2020-02-24,No
BBT,BB&T,4.8,3.90%,$54.24,$1.8000,2019-11-07,Quarter,2019-12-02,Financial,Regional Mid Atlantic Banks,Qualified,2019-11-08,2019-10-22,No
CVBF,CVB Financial,3.8,3.88%,$18.54,$0.7200,2020-01-02,Quarter,2020-01-17,Financial,Regional Pacific Banks,Qualified,2020-01-03,2019-12-18,No
ED,Consolidated Edison,4,3.88%,$78.82,$3.0600,2020-02-18,Quarter,2020-03-16,Utilities,Diversified Utilities,Qualified,2020-02-19,2020-01-16,No
NRK,Nuveen Insured New York Tax-Free Advantage Municipal Fund,2,3.88%,$13.72,$0.5400,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
EDUC,Educational Development Corp. Com.,0.8,3.88%,$5.16,$0.2000,2020-02-24,Quarter,2020-03-12,Services,Publishing Books,Non-Qualified,2020-02-25,2020-01-13,No
SIX,Six Flags Entertainment,2.6,3.87%,$25.28,$1.0000,2020-03-03,Quarter,2020-03-11,Services,Entertainment Diversified,Qualified,2020-03-04,2020-02-20,No
ATLO,Ames National Corp. Cdt.-Com.,2,3.87%,$25.87,$1.0000,2020-04-30,Quarter,2020-05-15,Financial,Regional Northeast Banks,Qualified,2020-05-01,2020-02-12,No
FISI,Financial Institutions Inc.,4.8,3.86%,$26.91,$1.0400,2020-03-18,Quarter,2020-04-02,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-19,2020-02-27,No
SABR,Sabre Corp,3,3.86%,$13.61,$0.5600,2020-03-19,Quarter,2020-03-30,Technology,Information Technology Services,Qualified,2020-03-20,2020-02-23,No
KNL,Knoll Inc.,2.6,3.85%,$17.64,$0.6800,2020-03-13,Quarter,2020-03-31,Consumer Goods,Business Equipment,Qualified,2020-03-16,2020-02-06,No
NUE,Nucor Corporation,2.6,3.85%,$41.35,$1.6100,2020-03-30,Quarter,2020-05-11,Basic Materials,Steel And Iron,Qualified,2020-03-31,2020-02-18,No
CPA,Copa Holdings S.A,2.8,3.85%,$83.14,$3.2000,2020-02-27,Quarter,2020-03-13,Services,Regional Airlines,Unknown,2020-02-28,2020-02-12,No
CPF,Central Pacific Financial Corp,3.8,3.85%,$23.92,$0.9200,2020-02-27,Quarter,2020-03-16,Financial,Regional Pacific Banks,Qualified,2020-02-28,2020-01-29,No
PCK,Pimco California Municipal Income Fund II,2,3.84%,$9.90,$0.3840,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
TRST,TrustCo Bank,2.8,3.83%,$6.86,$0.2725,2020-03-05,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-06,2020-02-18,No
OGE,OGE Energy,4,3.83%,$38.10,$1.5500,2020-04-08,Quarter,2020-04-30,Utilities,Electric Utilities,Qualified,2020-04-10,2020-02-26,No
O,Realty Income Corp,3.6,3.83%,$72.39,$2.7900,2020-02-28,Monthly,2020-03-13,Financial,Reit Retail,Non-Qualified,2020-03-02,2020-02-13,No
ADM,Archer Daniels Midland Co.,4.4,3.82%,$37.65,$1.4400,2020-02-12,Quarter,2020-03-05,Consumer Goods,Food Major Diversified,Qualified,2020-02-13,2020-01-30,No
PDM,Piedmont Office Realty Trust,3.2,3.82%,$21.59,$0.8400,2020-02-27,Quarter,2020-03-20,Financial,Reit Office,Non-Qualified,2020-02-28,2020-02-04,No
FCBC,First Community Bancshares,2.6,3.82%,$26.16,$1.0000,2020-02-06,Quarter,2020-02-21,Financial,Regional Mid Atlantic Banks,Unknown,2020-02-07,2020-01-28,No
MFNC,Mackinac Financial Corporation,3.8,3.82%,$13.99,$0.5600,2019-12-26,Quarter,2020-01-10,Financial,Regional Southeast Banks,Qualified,2019-12-27,2019-12-17,No
EVY,Eaton Vance New York Municipal Income Trust Shs Ben Int,2,3.81%,$13.62,$0.5196,2020-02-12,Monthly,2020-02-20,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
EGF,"BlackRock Enhanced Government Fund, Inc.",2,3.81%,$12.90,$0.4920,2020-02-13,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
ANDE,"The Andersons, Inc.",3.6,3.81%,$18.37,$0.7000,2020-03-31,Quarter,2020-04-22,Consumer Goods,Farm Products,Qualified,2020-04-01,2020-02-24,No
BNY,Blackrock New York Municipal Income Trust,2,3.81%,$14.50,$0.5520,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
PLCE,"Children's Place Retail Stores, Inc.",3.6,3.80%,$57.60,$2.2400,2019-12-13,Quarter,2019-12-27,Services,Apparel Stores,Qualified,2019-12-16,2019-12-11,No
ENX,Eaton Vance New York Municipal Bond Fund,2,3.80%,$12.31,$0.4680,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-21,2020-02-03,No
CVR,Chicago Rivet & Machine Co.,1.4,3.80%,$23.15,$0.8800,2020-03-04,Quarter,2020-03-20,Industrial Goods,Machine Tools And Accessories,Qualified,2020-03-05,2020-02-17,No
CHA,China Telecom Corp Ltd ADR (Sponsored) Repstg H Shs,2.8,3.80%,$37.87,$1.4389,2019-05-31,Annually,2019-08-05,Technology,Telecom Services Foreign,Unknown,2019-06-03,N/A,Yes
EIX,Edison International,3.2,3.80%,$67.19,$2.5500,2020-03-30,Quarter,2020-04-30,Utilities,Electric Utilities,Qualified,2020-03-31,2020-02-27,No
NMY,Nuveen Maryland Premium Income Municipal Fund Com.,2,3.79%,$13.77,$0.5280,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
PSA,Public Storage,4,3.79%,$209.12,$8.0000,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-21,No
AQN,Algonquin Power & Utilities Corp.,3.8,3.78%,$14.92,$0.5640,2020-03-30,Quarter,2020-04-15,Utilities,Diversified Utilities,Unknown,2020-03-31,2020-02-27,No
QEP,QEP Resources,2.4,3.77%,$2.25,$0.0800,2020-03-05,Quarter,2020-03-20,Basic Materials,Oil And Gas Drilling And Exploration,Qualified,2020-03-06,2020-02-19,No
K,Kellogg Co.,4.2,3.77%,$60.47,$2.2800,2020-03-02,Quarter,2020-03-16,Consumer Goods,Processed And Packaged Goods,Qualified,2020-03-03,2020-02-21,No
JNPR,"Juniper Networks, Inc.",2.8,3.77%,$21.22,$0.8000,2020-02-28,Quarter,2020-03-23,Technology,Networking And Communication Devices,Unknown,2020-03-02,2020-01-27,No
NAZ,"Nuveen Arizona Premium Income Municipal Fund, Inc. Com.",2,3.77%,$13.89,$0.5256,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
CRD-A,Crawford & Co. Cl A,3.2,3.76%,$7.44,$0.2800,2020-02-26,Quarter,2020-03-11,Financial,Insurance Brokers,Qualified,2020-02-27,2020-02-11,No
HCI,"Homeowners Choice, Inc.",3.8,3.76%,$42.52,$1.6000,2020-02-20,Quarter,2020-03-20,Financial,Property And Casualty Insurance,Qualified,2020-02-21,2020-01-27,No
PNI,Pimco New York Municipal Fund II,2,3.76%,$12.21,$0.4805,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
HPE,Hewlett Packard Enterprise Company,2.8,3.75%,$12.79,$0.4800,2020-03-10,Quarter,2020-04-01,Technology,Technical And System Software,Qualified,2020-03-11,2020-01-30,No
FGBI,"First Guaranty Bancshares, Inc.",3.4,3.75%,$17.08,$0.6400,2020-03-20,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-23,2020-02-20,No
BCS,Barclays PLC,3.6,3.75%,$7.70,$0.2885,2019-08-08,Semi Annually,2019-09-23,Financial,Foreign Money Center Banks,Unknown,2019-08-09,N/A,Yes
CBT,Cabot Corp,4.4,3.75%,$37.38,$1.4000,2020-02-27,Quarter,2020-03-13,Basic Materials,Specialty Chemicals,Qualified,2020-02-28,2020-01-10,No
NBW,Neuberger Berman California Intermediate Municipal Fund Inc,2,3.74%,$14.10,$0.5376,2020-02-27,Monthly,2020-03-16,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
FII,Federated Investors,4,3.74%,$36.23,$1.0800,2019-11-07,Quarter,2019-11-15,Financial,Asset Management,Qualified,2019-11-08,2019-10-24,No
OMC,Omnicom Group,4.4,3.74%,$69.28,$2.6000,2020-03-09,Quarter,2020-04-08,Services,Advertising Agencies,Qualified,2020-03-10,2020-02-11,No
PPBI,"Pacific Premier Bancorp, Inc.",3.4,3.74%,$25.83,$1.0000,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-21,No
JW-B,Wiley (John) & Sons Inc. Cl B,3,3.73%,$36.43,$1.3600,2019-12-31,Quarter,2020-01-16,Services,Publishing Books,Qualified,2020-01-02,2019-12-19,No
NSA,National Storage Affiliates,1.6,3.73%,$33.74,$1.3200,2020-03-12,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-13,2020-02-20,No
MPX,Marine Products Corp,3.8,3.73%,$12.58,$0.4800,2020-02-07,Quarter,2020-03-10,Consumer Goods,Recreational Goods Other,Qualified,2020-02-10,2020-01-29,No
DLR,Digital Realty Trust,2.8,3.73%,$120.11,$4.4800,2020-03-16,Quarter,2020-03-31,Financial,Real Estate Development,Non-Qualified,2020-03-17,2020-02-27,No
FCF,First Commonwealth,4.6,3.73%,$11.80,$0.4400,2020-02-06,Quarter,2020-02-21,Financial,Regional Northeast Banks,Qualified,2020-02-07,2020-01-28,No
SASR,Sandy Spring Bancorp ,4.6,3.73%,$30.76,$1.2000,2020-02-11,Quarter,2020-02-19,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-12,2020-01-30,No
CLB,Core Labs NV,3.4,3.73%,$26.84,$1.0000,2020-01-23,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-01-24,2020-01-14,No
NUM,"Nuveen Michigan Quality Income Municipal Fund, Inc. Com.",2,3.72%,$14.20,$0.5340,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
PAG,Penske Automotive Group,3.4,3.72%,$46.02,$1.6800,2020-02-21,Quarter,2020-03-03,Services,Auto Dealerships,Qualified,2020-02-24,2020-02-12,No
NMI,"Nuveen Municipal Income Fund, Inc. Com.",2,3.72%,$11.46,$0.4320,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
STLD,Steel Dynamics,2.6,3.72%,$26.63,$1.0000,2020-03-30,Quarter,2020-04-10,Basic Materials,Steel And Iron,Qualified,2020-03-31,2020-02-26,No
ALV,Autoliv Inc.,3.2,3.72%,$66.73,$2.4800,2020-05-18,Quarter,2020-06-04,Consumer Goods,Auto Parts,Qualified,2020-05-19,2020-02-20,No
HNI,HNI Corp,4.2,3.72%,$32.83,$1.2200,2020-02-21,Quarter,2020-03-02,Consumer Goods,Business Equipment,Qualified,2020-02-24,2020-02-12,No
MBWM,Mercantile Bank Corp,3.8,3.72%,$28.69,$1.1200,2020-03-05,Quarter,2020-03-18,Financial,Regional Midwest Banks,Qualified,2020-03-06,2020-01-16,No
DIN,DineEquity Inc.,4.4,3.71%,$81.85,$3.0400,2020-03-19,Quarter,2020-04-03,Services,Restaurants,Qualified,2020-03-20,2020-02-24,No
TRN,Trinity Industries,4,3.71%,$20.35,$0.7600,2020-01-14,Quarter,2020-01-31,Services,Railroads,Qualified,2020-01-15,2019-12-06,No
BKSC,Bank Of South Carolina Corp,1.8,3.71%,$17.25,$0.6400,2019-12-31,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-01-02,2019-12-19,No
PEG,Public Service Enterprise Group,4,3.71%,$51.31,$1.9600,2020-03-09,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-10,2020-02-18,No
PNF,Pimco New York Municipal Income Fund,1.6,3.70%,$13.09,$0.5040,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
NEP,"NextEra Energy Partners, LP",3,3.70%,$57.67,$2.1400,2020-02-05,Quarter,2020-02-14,Utilities,Diversified Utilities,Unknown,2020-02-06,2020-01-23,No
SBSI,Southside Bancshares,5,3.70%,$32.22,$1.2400,2020-02-19,Quarter,2020-03-05,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-20,2020-02-06,No
CAH,Cardinal Health,2.6,3.69%,$52.12,$1.9244,2020-03-31,Quarter,2020-04-15,Services,Drugs Wholesale,Qualified,2020-04-01,2020-02-11,No
VFL,Delaware Investments National Municipal Income Fund,1.4,3.69%,$13.60,$0.5100,2020-02-20,Monthly,2020-02-28,Financial,Closed End Fund Debt,Unknown,2020-02-21,2020-02-04,No
SLF,Sun Life Financial,3.6,3.69%,$43.24,$1.6556,2020-02-28,Quarter,2020-03-31,Financial,Life Insurance,Unknown,2020-03-02,2020-02-12,No
GLW,Corning Inc.,3.4,3.69%,$23.86,$0.8800,2020-02-27,Quarter,2020-03-31,Technology,Communication Equipment,Qualified,2020-02-28,2020-02-05,No
MHF,Western Asset Municipal High Income Fund Inc,2,3.69%,$7.82,$0.2916,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
WIW,Western Asset/Claymore Inflation-Linked Opportunities & Inco Com Shs Ben Int,2,3.68%,$11.61,$0.4320,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-27,No
FDEF,First Defiance Financial,3.4,3.68%,$23.91,$0.8800,2020-02-13,Quarter,2020-02-21,Financial,Savings And Loans,Qualified,2020-02-14,2020-01-20,No
TACT,TransAct Technologies Incorporated,2.2,3.67%,$9.98,$0.3600,2019-11-19,Quarter,2019-12-16,Technology,Computer Peripherals,Qualified,2019-11-20,2019-11-04,No
ORRF,"Orrstown Financial Services, Inc.",4.8,3.67%,$17.80,$0.6800,2020-01-31,Quarter,2020-02-10,Financial,Regional Northeast Banks,Qualified,2020-02-03,2020-01-21,No
JW-A,John Wiley & Sons,2.6,3.66%,$37.19,$1.3600,2019-12-31,Quarter,2020-01-16,Services,Publishing Books,Qualified,2020-01-02,2019-12-19,No
MNP,Western Asset Municipal Partners Fund Inc,1.6,3.65%,$15.24,$0.5700,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
WHR,Whirlpool,3.2,3.65%,$127.86,$4.8000,2020-02-27,Quarter,2020-03-15,Consumer Goods,Appliances,Qualified,2020-02-28,2020-02-18,No
GLT,Glatfelter,3.6,3.65%,$14.26,$0.5200,2020-04-02,Quarter,2020-05-01,Consumer Goods,Paper And Paper Products,Qualified,2020-04-03,2020-02-21,No
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc,2,3.64%,$12.75,$0.4720,2020-02-27,Monthly,2020-03-16,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
TCF,TCF Financial,3.4,3.64%,$36.44,$1.4000,2020-02-13,Quarter,2020-03-02,Financial,Regional Midwest Banks,Qualified,2020-02-14,2020-01-27,No
ASC,Ardmore Shipping Corporation,1.6,3.64%,$5.50,$0.2000,2020-02-20,Quarter,2020-02-28,Services,Shipping,Unknown,2020-02-21,2020-02-11,No
GLBZ,Glen Burnie Bancorp,1.8,3.64%,$11.00,$0.4000,2020-01-16,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-01-20,2020-01-09,No
EV,Eaton Vance,4.6,3.64%,$41.26,$1.5000,2020-01-30,Quarter,2020-02-14,Financial,Asset Management,Qualified,2020-01-31,2020-01-09,No
BQH,Blackrock New York Municipal Bond Trust,2,3.63%,$15.85,$0.5760,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
ABB,ABB Limited,3.8,3.63%,$21.64,$0.7863,2019-05-06,Annually,2019-06-13,Industrial Goods,Industrial Electrical Equipment,Unknown,2019-05-07,N/A,No
HI,Hillenbrand Inc.,4,3.63%,$23.40,$0.8500,2020-03-16,Quarter,2020-03-31,Services,Personal Services,Qualified,2020-03-17,2020-02-13,No
MUI,BlackRock Muni Intermediate Duration Fund Inc,2,3.63%,$14.47,$0.5340,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
AKO-A,Embotelladora Andina S.A. ADR (Sponsored) repr Ser A Shs,3,3.63%,$12.15,$0.4409,2020-01-16,Quarter,2020-02-05,Consumer Goods,Beverages Soft Drinks,Unknown,2020-01-17,N/A,Yes
MLCO,Melco Resorts & Entertainment Ltd,1.6,3.63%,$17.34,$0.6525,2020-02-28,Quarter,2020-03-12,Services,Resorts And Casinos,Unknown,2020-03-02,N/A,Yes
CBRL,Cracker Barrel,4,3.63%,$143.33,$5.2000,2020-01-16,Quarter,2020-02-05,Services,Restaurants,Qualified,2020-01-17,2019-11-26,No
DTE,DTE Energy,4,3.63%,$111.67,$4.0500,2020-03-13,Quarter,2020-04-15,Utilities,Electric Utilities,Qualified,2020-03-16,2020-01-30,No
WDC,Western Digital,1.6,3.63%,$55.56,$2.0000,2020-04-02,Quarter,2020-04-17,Technology,Data Storage Devices,Qualified,2020-04-03,2020-02-13,No
CFR,CullenFrost Bankers Inc. ,3.6,3.62%,$78.39,$2.8400,2020-02-27,Quarter,2020-03-13,Financial,Regional Southwest Banks,Qualified,2020-02-28,2020-01-29,No
GPC,Genuine Parts,4.4,3.62%,$87.24,$3.1600,2020-03-05,Quarter,2020-04-01,Services,Auto Parts Wholesale,Qualified,2020-03-06,2020-02-17,No
CCOI,"Cogent Communications Group, Inc.",2.2,3.62%,$73.01,$2.6400,2020-03-12,Quarter,2020-03-27,Technology,Diversified Communication Services,Unknown,2020-03-13,2020-02-26,No
ESBA,"Empire State Realty OP, L.P. Series ES Operating Partnership Units Representing Limited Partnership Interests",1.6,3.61%,$11.62,$0.4200,2019-12-20,Quarter,2019-12-31,Financial,Reit Office,Non-Qualified,2019-12-23,2019-12-13,No
DRI,Darden Restaurants,4.4,3.61%,$97.50,$3.5200,2020-01-09,Quarter,2020-02-03,Services,Restaurants,Qualified,2020-01-10,2019-12-19,No
FRT,Federal Realty Investment Trust,2.8,3.61%,$116.34,$4.2000,2020-03-13,Quarter,2020-04-15,Financial,Reit Retail,Non-Qualified,2020-03-16,2020-02-10,No
CSCO,Cisco Systems,4,3.61%,$39.93,$1.4400,2020-04-02,Quarter,2020-04-22,Technology,Networking And Communication Devices,Qualified,2020-04-03,2020-02-12,No
POPE,Pope Resources L.P.,1.2,3.61%,$109.51,$4.0000,2020-03-03,Quarter,2020-03-18,Industrial Goods,Lumber Wood Production,Unknown,2020-03-04,2020-02-19,No
FISK,"Empire State Realty OP, L.P. Series 250 Operating Partnership Units Representing Limited Partnership Interests",1.6,3.61%,$11.65,$0.4200,2019-12-20,Quarter,2019-12-31,Financial,Real Estate Development,Non-Qualified,2019-12-23,2019-12-13,No
GFSZY,G4S Plc ADR,3,3.60%,$11.07,$0.3990,2019-09-05,Semi Annually,2019-10-28,Services,Security And Protection Services,Unknown,2019-09-06,N/A,Yes
DLX,Deluxe Corp,3,3.60%,$33.30,$1.2000,2020-02-14,Quarter,2020-03-02,Services,Business Services,Qualified,2020-02-18,2020-01-21,No
BOH,Bank of Hawaii,4.8,3.60%,$74.42,$2.6800,2020-02-27,Quarter,2020-03-13,Financial,Regional Pacific Banks,Qualified,2020-02-28,2020-01-24,No
FULT,Fulton Financial,3.8,3.60%,$14.45,$0.5200,2019-12-31,Quarter,2020-01-15,Financial,Regional Northeast Banks,Qualified,2020-01-02,2019-12-17,No
WYNN,Wynn Resorts,2,3.60%,$107.98,$4.0000,2020-02-25,Quarter,2020-03-06,Services,Resorts And Casinos,Qualified,2020-02-26,2020-02-06,No
SIMO,Silicon Motion Technology Corp.,3.8,3.60%,$37.22,$1.3900,2020-02-12,Quarter,2020-02-27,Technology,Diversified Electronics,Unknown,2020-02-13,N/A,Yes
BANR,Banner Corp,4.6,3.59%,$45.64,$1.6400,2020-01-08,Quarter,2020-01-21,Financial,Savings And Loans,Qualified,2020-01-09,2019-12-18,No
NRIM,Northrim BanCorp,3.8,3.59%,$34.95,$1.3200,2020-03-11,Quarter,2020-03-20,Financial,Regional Pacific Banks,Qualified,2020-03-12,2020-02-28,No
ESRT,EMPIRE STATE REALTY TRUST,3,3.59%,$11.70,$0.4200,2020-03-13,Quarter,2020-03-31,Financial,Reit Diversified,Non-Qualified,2020-03-16,2020-02-28,No
EXR,Extra Space Storage,4,3.59%,$100.36,$3.6000,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-13,No
MZA,"BlackRock MuniYield Arizona Fund, Inc.",2,3.58%,$13.99,$0.5160,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
MHE,Massachusetts Health & Education Tax Exempt Trust Sh Ben Int,2,3.58%,$13.36,$0.4800,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
ALE,"Allete, Inc.",2.8,3.58%,$68.99,$2.4700,2020-02-13,Quarter,2020-03-01,Utilities,Diversified Utilities,Qualified,2020-02-14,2020-01-31,No
NID,Nuveen Intermediate Duration Mu,2,3.58%,$14.01,$0.5100,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-02-03,No
NPV,Nuveen Virginia Premium Income Municipal Fund Com.,2,3.57%,$14.38,$0.5220,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
PAC,Grupo Aeroportuario Del Pacifico S.A.B,4,3.57%,$108.38,$3.8909,2019-11-21,Semi Annually,2019-12-02,Services,Air Services Other,Unknown,2019-11-22,N/A,Yes
CNA,CNA Financial Corp.,3.8,3.56%,$41.58,$1.4800,2020-02-21,Quarter,2020-03-12,Financial,Property And Casualty Insurance,Qualified,2020-02-24,2020-02-10,No
PFBI,"Premier Financial Bancorp, Inc.",1.8,3.56%,$16.65,$0.6000,2020-03-13,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-16,2020-02-24,No
