Stock Symbol,Company Name,DARS Rating,Yield,Stock Price,Annual Dividend,Ex-Div Date,Payout Frequency,Pay Date,Sector,Industry,Qualified Dividend,Record Date,Declare Date,ADR
CATY,Cathay General Bancorp,4.8,3.97%,$30.32,$1.2400,2020-02-28,Quarter,2020-03-12,Financial,Regional Pacific Banks,Qualified,2020-03-02,2020-02-20,No
WBA,"Walgreens Boots Alliance, Inc.",1.8,3.97%,$48.26,$1.8300,2020-02-18,Quarter,2020-03-12,Services,Drug Stores,Qualified,2020-02-19,2020-01-30,No
BHLB,Berkshire Hills Bancorp,4.6,3.97%,$23.34,$0.9600,2020-02-13,Quarter,2020-02-28,Financial,Savings And Loans,Qualified,2020-02-17,2020-01-27,No
KNL,Knoll Inc.,2.6,3.97%,$16.90,$0.6800,2020-03-13,Quarter,2020-03-31,Consumer Goods,Business Equipment,Qualified,2020-03-16,2020-02-06,No
EVM,Eaton Vance California Municipal Bond Fund,2,3.96%,$11.78,$0.4692,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-03-02,No
FIBK,"First Interstate BancSystem, Inc. Cl A",4.6,3.96%,$33.04,$1.3600,2020-02-07,Quarter,2020-02-20,Financial,Regional Pacific Banks,Qualified,2020-02-10,2020-01-28,No
FCPT,"Four Corners Property Trust, Inc.",3.8,3.95%,$30.39,$1.2200,2020-01-02,Quarter,2020-01-15,Financial,Reit Retail,Non-Qualified,2020-01-03,2019-11-11,No
CTRE,Caretrust REIT Inc,4,3.95%,$22.65,$0.9000,2019-12-30,Quarter,2020-01-15,Financial,Reit Healthcare Facilities,Non-Qualified,2019-12-31,2019-12-16,No
FLR,Fluor Corp,1.8,3.94%,$9.71,$0.4000,2020-02-28,Quarter,2020-04-02,Industrial Goods,Heavy Construction,Qualified,2020-03-02,2020-02-06,No
MUA,"BlackRock MuniAssets Fund, Inc.",2,3.94%,$15.86,$0.6300,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
VBF,Invesco Van Kampen Bond Fund,1.6,3.93%,$20.42,$0.7920,2020-03-16,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-03-02,No
WSO-B,Watsco Inc. Cl. B Cv. Com.,3.6,3.93%,$178.25,$6.4000,2020-01-15,Quarter,2020-01-31,Services,Electronics Wholesale,Qualified,2020-01-16,2020-01-02,No
RMR,The RMR Group Inc.,1.8,3.93%,$37.03,$1.5200,2020-01-24,Quarter,2020-02-20,Financial,Real Estate Development,Qualified,2020-01-27,2020-01-16,No
HTA,"Healthcare Trust of America, Inc.",2.6,3.92%,$33.77,$1.2600,2020-04-01,Quarter,2020-04-09,Financial,Reit Diversified,Non-Qualified,2020-04-02,2020-02-13,No
NASB,NASB Financial,1.6,3.92%,$50.00,$2.0000,2019-12-13,Quarter,2019-12-27,Financial,Savings And Loans,Qualified,2019-12-16,2019-12-06,No
PNI,Pimco New York Municipal Fund II,2,3.92%,$12.30,$0.4805,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
NNN,National Retail Properties,3.8,3.91%,$54.07,$2.0600,2020-01-30,Quarter,2020-02-14,Financial,Reit Retail,Non-Qualified,2020-01-31,2020-01-15,No
NKX,Nuveen Insured California Tax-Free Advantage Municipal Fund,2,3.91%,$15.82,$0.6180,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
VCV,Invesco Van Kampen California Value Municipal Income Trust,2,3.91%,$13.09,$0.5160,2020-03-16,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-17,2020-03-02,No
MQT,"BlackRock MuniYield Quality Fund II, Inc.",2,3.91%,$13.51,$0.5280,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
BNY,Blackrock New York Municipal Income Trust,2,3.91%,$14.68,$0.5760,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
WYNN,Wynn Resorts,2,3.90%,$105.66,$4.0000,2020-02-25,Quarter,2020-03-06,Services,Resorts And Casinos,Qualified,2020-02-26,2020-02-06,No
WU,Western Union,3.4,3.90%,$23.90,$0.9000,2020-03-16,Quarter,2020-03-31,Services,Personal Services,Qualified,2020-03-17,2020-02-11,No
HIW,Highwood Properties,2.4,3.90%,$48.17,$1.9200,2020-02-14,Quarter,2020-03-10,Financial,Real Estate Development,Non-Qualified,2020-02-18,2020-02-04,No
MLCO,Melco Resorts & Entertainment Ltd,1.6,3.90%,$17.03,$0.6525,2020-02-28,Quarter,2020-03-12,Services,Resorts And Casinos,Unknown,2020-03-02,N/A,Yes
WSO,Watsco Inc.,3.6,3.89%,$177.70,$6.4000,2020-01-15,Quarter,2020-01-31,Services,Electronics Wholesale,Qualified,2020-01-16,2020-01-02,No
CEV,Eaton Vance California Municipal Income Trust Shs Ben Int,2,3.89%,$13.68,$0.5352,2020-03-11,Monthly,2020-03-19,Financial,Closed End Fund Debt,Unknown,2020-03-12,2020-03-02,No
TROX,Tronox Limited,2.4,3.89%,$7.48,$0.2800,2020-03-06,Quarter,2020-03-20,Basic Materials,Industrial Metals And Minerals,Unknown,2020-03-09,2020-02-25,No
NRK,Nuveen Insured New York Tax-Free Advantage Municipal Fund,2,3.88%,$13.98,$0.5400,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
QEP,QEP Resources,2.4,3.88%,$1.96,$0.0800,2020-03-05,Quarter,2020-03-20,Basic Materials,Oil And Gas Drilling And Exploration,Qualified,2020-03-06,2020-02-19,No
GFSZY,G4S Plc ADR,3,3.88%,$9.88,$0.3990,2019-09-05,Semi Annually,2019-10-28,Services,Security And Protection Services,Unknown,2019-09-06,N/A,Yes
SO,Southern Company,3.8,3.88%,$68.18,$2.4800,2020-02-14,Quarter,2020-03-06,Utilities,Electric Utilities,Qualified,2020-02-18,2020-01-17,No
IRET,Investors Real Estate Trust,1.8,3.87%,$77.30,$2.8000,2019-12-31,Quarter,2020-01-15,Financial,Reit Residential,Non-Qualified,2020-01-02,2019-12-05,No
CTBI,Community Trust Bancorp,3.8,3.87%,$38.25,$1.5200,2020-03-12,Quarter,2020-04-01,Financial,Regional Southeast Banks,Qualified,2020-03-15,2020-01-28,No
EDUC,Educational Development Corp. Com.,0.8,3.87%,$5.18,$0.2000,2020-02-24,Quarter,2020-03-12,Services,Publishing Books,Non-Qualified,2020-02-25,2020-01-13,No
FISI,Financial Institutions Inc.,4.8,3.86%,$25.81,$1.0400,2020-03-18,Quarter,2020-04-02,Financial,Regional Mid Atlantic Banks,Qualified,2020-03-19,2020-02-27,No
PCK,Pimco California Municipal Income Fund II,2,3.86%,$10.03,$0.3840,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
CWEN,"Clearway Energy, Inc.",2.2,3.85%,$21.98,$0.8400,2020-02-28,Quarter,2020-03-16,Utilities,Electric Utilities,Qualified,2020-03-02,2020-02-19,No
TCF,TCF Financial,3.4,3.85%,$35.47,$1.4000,2020-02-13,Quarter,2020-03-02,Financial,Regional Midwest Banks,Qualified,2020-02-14,2020-01-27,No
LAND,Gladstone Land Corporation,1.6,3.85%,$14.18,$0.5358,2020-03-19,Monthly,2020-03-31,Financial,Reit Diversified,Non-Qualified,2020-03-20,2020-01-14,No
NRIM,Northrim BanCorp,3.8,3.85%,$35.31,$1.3600,2020-03-11,Quarter,2020-03-20,Financial,Regional Pacific Banks,Qualified,2020-03-12,2020-02-28,No
LXP,Lexington Realty Trust,2,3.85%,$11.09,$0.4200,2019-12-30,Quarter,2020-01-15,Financial,Real Estate Development,Non-Qualified,2019-12-31,2019-11-06,No
NUE,Nucor Corporation,2.6,3.85%,$41.49,$1.6100,2020-03-30,Quarter,2020-05-11,Basic Materials,Steel And Iron,Qualified,2020-03-31,2020-02-18,No
KAR,KAR Auction Services Inc,3.6,3.84%,$19.77,$0.7600,2020-03-19,Quarter,2020-04-03,Services,Auto Dealerships,Qualified,2020-03-20,2020-02-18,No
MBWM,Mercantile Bank Corp,3.8,3.84%,$28.33,$1.1200,2020-03-05,Quarter,2020-03-18,Financial,Regional Midwest Banks,Qualified,2020-03-06,2020-01-16,No
MZA,"BlackRock MuniYield Arizona Fund, Inc.",2,3.83%,$14.50,$0.5520,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
AZN,AstraZeneca,1.8,3.83%,$48.43,$1.8600,2020-02-27,Semi Annually,2020-03-30,Healthcare,Drug Manufacturers Major,Unknown,2020-02-28,N/A,Yes
MPX,Marine Products Corp,3.8,3.82%,$13.20,$0.4800,2020-02-07,Quarter,2020-03-10,Consumer Goods,Recreational Goods Other,Qualified,2020-02-10,2020-01-29,No
SLF,Sun Life Financial,3.6,3.82%,$43.84,$1.6556,2020-02-28,Quarter,2020-03-31,Financial,Life Insurance,Unknown,2020-03-02,2020-02-12,No
PPBI,"Pacific Premier Bancorp, Inc.",3.4,3.82%,$25.55,$1.0000,2020-01-31,Quarter,2020-02-14,Financial,Regional Pacific Banks,Qualified,2020-02-03,2020-01-21,No
AFB,"AllianceBernstein National Municipal Income Fund, Inc.",2,3.81%,$14.33,$0.5497,2020-03-05,Monthly,2020-03-20,Financial,Closed End Fund Debt,Unknown,2020-03-06,2020-02-24,No
HPE,Hewlett Packard Enterprise Company,2.8,3.81%,$11.80,$0.4800,2020-03-10,Quarter,2020-04-01,Technology,Technical And System Software,Qualified,2020-03-11,2020-01-30,No
ASC,Ardmore Shipping Corporation,1.6,3.81%,$4.99,$0.2000,2020-02-20,Quarter,2020-02-28,Services,Shipping,Unknown,2020-02-21,2020-02-11,No
PNF,Pimco New York Municipal Income Fund,1.6,3.81%,$13.02,$0.5040,2020-02-12,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-13,2020-02-03,No
CPF,Central Pacific Financial Corp,3.8,3.80%,$23.55,$0.9200,2020-02-27,Quarter,2020-03-16,Financial,Regional Pacific Banks,Qualified,2020-02-28,2020-01-29,No
TRST,TrustCo Bank,2.8,3.80%,$7.15,$0.2725,2020-03-05,Quarter,2020-04-01,Financial,Regional Northeast Banks,Qualified,2020-03-06,2020-02-18,No
BBT,BB&T,4.8,3.80%,$54.24,$1.8000,2019-11-07,Quarter,2019-12-02,Financial,Regional Mid Atlantic Banks,Qualified,2019-11-08,2019-10-22,No
TSQ,"Townsquare Media, Inc. Class A",2.4,3.80%,$8.34,$0.3000,2019-12-26,Quarter,2020-02-14,Services,Broadcasting Radio,Qualified,2019-12-27,2019-11-04,No
SIMO,Silicon Motion Technology Corp.,3.8,3.79%,$37.15,$1.3900,2020-02-12,Quarter,2020-02-27,Technology,Diversified Electronics,Unknown,2020-02-13,N/A,Yes
CVR,Chicago Rivet & Machine Co.,1.4,3.79%,$23.23,$0.8800,2020-03-04,Quarter,2020-03-20,Industrial Goods,Machine Tools And Accessories,Qualified,2020-03-05,2020-02-17,No
FII,Federated Investors,4,3.78%,$36.23,$1.0800,2019-11-07,Quarter,2019-11-15,Financial,Asset Management,Qualified,2019-11-08,2019-10-24,No
CRD-A,Crawford & Co. Cl A,3.2,3.78%,$7.27,$0.2800,2020-02-26,Quarter,2020-03-11,Financial,Insurance Brokers,Qualified,2020-02-27,2020-02-11,No
SBSI,Southside Bancshares,5,3.78%,$33.02,$1.2400,2020-02-19,Quarter,2020-03-05,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-20,2020-02-06,No
PDM,Piedmont Office Realty Trust,3.2,3.78%,$23.04,$0.8400,2020-02-27,Quarter,2020-03-20,Financial,Reit Office,Non-Qualified,2020-02-28,2020-02-04,No
CPA,Copa Holdings S.A,2.8,3.77%,$80.38,$3.2000,2020-02-27,Quarter,2020-03-13,Services,Regional Airlines,Unknown,2020-02-28,2020-02-12,No
LSI,Life Storage Inc,3.8,3.77%,$119.18,$4.2800,2020-01-13,Quarter,2020-01-27,Financial,Reit Diversified,Non-Qualified,2020-01-14,2020-01-02,No
NMY,Nuveen Maryland Premium Income Municipal Fund Com.,2,3.76%,$14.16,$0.5280,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
DXC,DXC Technology Company,2.2,3.76%,$20.99,$0.8400,2019-12-03,Quarter,2020-01-14,Technology,Information Technology Services,Qualified,2019-12-04,2019-10-11,No
OMC,Omnicom Group,4.4,3.76%,$69.12,$2.6000,2020-03-09,Quarter,2020-04-08,Services,Advertising Agencies,Qualified,2020-03-10,2020-02-11,No
WHR,Whirlpool,3.2,3.75%,$129.66,$4.8000,2020-02-27,Quarter,2020-03-15,Consumer Goods,Appliances,Qualified,2020-02-28,2020-02-18,No
SASR,Sandy Spring Bancorp ,4.6,3.75%,$31.63,$1.2000,2020-02-11,Quarter,2020-02-19,Financial,Regional Mid Atlantic Banks,Qualified,2020-02-12,2020-01-30,No
CLB,Core Labs NV,3.4,3.75%,$25.63,$1.0000,2020-01-23,Quarter,2020-02-14,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-01-24,2020-01-14,No
STLD,Steel Dynamics,2.6,3.75%,$26.17,$1.0000,2020-03-30,Quarter,2020-04-10,Basic Materials,Steel And Iron,Qualified,2020-03-31,2020-02-26,No
SC,Santander Consumer USA Holdings Inc,3.8,3.75%,$23.77,$0.8800,2020-02-07,Quarter,2020-02-20,Financial,Mortgage Investment,Qualified,2020-02-10,2020-01-23,No
O,Realty Income Corp,3.6,3.74%,$77.53,$2.7900,2020-02-28,Monthly,2020-03-13,Financial,Reit Retail,Non-Qualified,2020-03-02,2020-02-13,No
JHS,John Hancock Income Securities Trust Shs. Ben. Int.,1.6,3.74%,$14.96,$0.5604,2020-03-11,Quarter,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-12,2020-03-02,No
CHA,China Telecom Corp Ltd ADR (Sponsored) Repstg H Shs,2.8,3.74%,$38.40,$1.4389,2019-05-31,Annually,2019-08-05,Technology,Telecom Services Foreign,Unknown,2019-06-03,N/A,Yes
PAG,Penske Automotive Group,3.4,3.73%,$43.96,$1.6800,2020-02-21,Quarter,2020-03-03,Services,Auto Dealerships,Qualified,2020-02-24,2020-02-12,No
NBW,Neuberger Berman California Intermediate Municipal Fund Inc,2,3.73%,$14.50,$0.5376,2020-02-27,Monthly,2020-03-16,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
WIW,Western Asset/Claymore Inflation-Linked Opportunities & Inco Com Shs Ben Int,2,3.73%,$11.59,$0.4320,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-27,No
ATLO,Ames National Corp. Cdt.-Com.,2,3.73%,$26.50,$1.0000,2020-04-30,Quarter,2020-05-15,Financial,Regional Northeast Banks,Qualified,2020-05-01,2020-02-12,No
ENX,Eaton Vance New York Municipal Bond Fund,2,3.73%,$12.58,$0.4680,2020-03-23,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-03-02,No
KINS,"Kingstone Companies, Inc.",3.4,3.72%,$6.75,$0.2500,2020-02-27,Quarter,2020-03-13,Financial,Property And Casualty Insurance,Qualified,2020-02-28,2020-02-06,No
BIF,Boulder Growth & Income Fund Inc.,2,3.72%,$10.69,$0.4080,2020-04-22,Quarter,2020-04-30,Financial,Closed End Fund Equity,Unknown,2020-04-23,2020-02-12,No
DUK,Duke Energy,4.2,3.72%,$101.11,$3.7800,2020-02-13,Quarter,2020-03-16,Utilities,Electric Utilities,Qualified,2020-02-14,2020-01-03,No
ANDE,"The Andersons, Inc.",3.6,3.72%,$18.57,$0.7000,2020-03-31,Quarter,2020-04-22,Consumer Goods,Farm Products,Qualified,2020-04-01,2020-02-24,No
FGBI,"First Guaranty Bancshares, Inc.",3.4,3.71%,$16.99,$0.6400,2020-03-20,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-23,2020-02-20,No
NSA,National Storage Affiliates,1.6,3.71%,$35.91,$1.3200,2020-03-12,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-13,2020-02-20,No
DRI,Darden Restaurants,4.4,3.70%,$89.28,$3.5200,2020-01-09,Quarter,2020-02-03,Services,Restaurants,Qualified,2020-01-10,2019-12-19,No
NUM,"Nuveen Michigan Quality Income Municipal Fund, Inc. Com.",2,3.70%,$14.46,$0.5340,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
NMI,"Nuveen Municipal Income Fund, Inc. Com.",2,3.70%,$11.67,$0.4320,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
PEG,Public Service Enterprise Group,4,3.69%,$54.76,$1.9600,2020-03-09,Quarter,2020-03-31,Utilities,Diversified Utilities,Qualified,2020-03-10,2020-02-18,No
MHF,Western Asset Municipal High Income Fund Inc,2,3.69%,$7.92,$0.2916,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
NAZ,"Nuveen Arizona Premium Income Municipal Fund, Inc. Com.",2,3.69%,$14.19,$0.5256,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
VFL,Delaware Investments National Municipal Income Fund,1.4,3.69%,$13.88,$0.5100,2020-03-19,Monthly,2020-03-27,Financial,Closed End Fund Debt,Unknown,2020-03-20,2020-03-03,No
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc,2,3.69%,$12.74,$0.4720,2020-02-27,Monthly,2020-03-16,Financial,Closed End Fund Debt,Unknown,2020-02-28,2020-02-18,No
ALV,Autoliv Inc.,3.2,3.69%,$64.53,$2.4800,2020-05-18,Quarter,2020-06-04,Consumer Goods,Auto Parts,Qualified,2020-05-19,2020-02-20,No
JW-B,Wiley (John) & Sons Inc. Cl B,3,3.69%,$39.00,$1.3600,2019-12-31,Quarter,2020-01-16,Services,Publishing Books,Qualified,2020-01-02,2019-12-19,No
EVY,Eaton Vance New York Municipal Income Trust Shs Ben Int,2,3.69%,$14.00,$0.5196,2020-03-11,Monthly,2020-03-19,Financial,Closed End Fund Debt,Unknown,2020-03-12,2020-03-02,No
EPRT,"Essential Properties Realty Trust, Inc.",3.8,3.68%,$24.50,$0.9200,2019-12-30,Quarter,2020-01-15,Financial,Reit Diversified,Non-Qualified,2019-12-31,2019-12-09,No
DLX,Deluxe Corp,3,3.68%,$31.42,$1.2000,2020-02-14,Quarter,2020-03-02,Services,Business Services,Qualified,2020-02-18,2020-01-21,No
JW-A,John Wiley & Sons,2.6,3.68%,$39.16,$1.3600,2019-12-31,Quarter,2020-01-16,Services,Publishing Books,Qualified,2020-01-02,2019-12-19,No
CVBF,CVB Financial,3.8,3.68%,$19.22,$0.7200,2020-01-02,Quarter,2020-01-17,Financial,Regional Pacific Banks,Qualified,2020-01-03,2019-12-18,No
PSA,Public Storage,4,3.67%,$228.21,$8.0000,2020-03-13,Quarter,2020-03-31,Financial,Reit Industrial,Non-Qualified,2020-03-16,2020-02-21,No
EGF,"BlackRock Enhanced Government Fund, Inc.",2,3.67%,$13.13,$0.4920,2020-03-13,Monthly,2020-03-31,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
JNPR,"Juniper Networks, Inc.",2.8,3.67%,$22.03,$0.8000,2020-02-28,Quarter,2020-03-23,Technology,Networking And Communication Devices,Unknown,2020-03-02,2020-01-27,No
FTI,"FMC Technologies, Inc.",3.8,3.67%,$13.85,$0.5200,2020-03-23,Quarter,2020-04-08,Basic Materials,Oil And Gas Equipment And Services,Unknown,2020-03-24,2020-02-25,No
ORRF,"Orrstown Financial Services, Inc.",4.8,3.67%,$18.64,$0.6800,2020-01-31,Quarter,2020-02-10,Financial,Regional Northeast Banks,Qualified,2020-02-03,2020-01-21,No
PNC,PNC Financial,4.6,3.67%,$123.82,$4.6000,2020-01-16,Quarter,2020-02-05,Financial,Money Center Banks,Qualified,2020-01-17,2020-01-02,No
MNP,Western Asset Municipal Partners Fund Inc,1.6,3.67%,$15.52,$0.5700,2020-03-23,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-24,2020-02-19,No
HOFT,Hooker Furniture,2,3.66%,$17.39,$0.6400,2020-03-16,Quarter,2020-03-31,Consumer Goods,Home Furnishings And Fixtures,Non-Qualified,2020-03-17,2020-03-02,No
TACT,TransAct Technologies Incorporated,2.2,3.66%,$9.87,$0.3600,2019-11-19,Quarter,2019-12-16,Technology,Computer Peripherals,Qualified,2019-11-20,2019-11-04,No
ADM,Archer Daniels Midland Co.,4.4,3.66%,$38.74,$1.4400,2020-02-12,Quarter,2020-03-05,Consumer Goods,Food Major Diversified,Qualified,2020-02-13,2020-01-30,No
TRN,Trinity Industries,4,3.66%,$21.39,$0.7600,2020-01-14,Quarter,2020-01-31,Services,Railroads,Qualified,2020-01-15,2019-12-06,No
HNI,HNI Corp,4.2,3.66%,$31.82,$1.2200,2020-02-21,Quarter,2020-03-02,Consumer Goods,Business Equipment,Qualified,2020-02-24,2020-02-12,No
DAKT,Daktronics Inc. ,3.2,3.65%,$5.35,$0.2000,2020-03-06,Quarter,2020-03-19,Services,Marketing Services,Qualified,2020-03-09,2020-02-25,No
FCBC,First Community Bancshares,2.6,3.65%,$26.85,$1.0000,2020-02-06,Quarter,2020-02-21,Financial,Regional Mid Atlantic Banks,Unknown,2020-02-07,2020-01-28,No
CIT,CIT Group Inc.,3.2,3.65%,$36.20,$1.4000,2020-02-06,Quarter,2020-02-21,Financial,Credit Services,Qualified,2020-02-07,2020-01-22,No
NEP,"NextEra Energy Partners, LP",3,3.65%,$60.71,$2.1400,2020-02-05,Quarter,2020-02-14,Utilities,Diversified Utilities,Unknown,2020-02-06,2020-01-23,No
USB,U.S. Bancorp,4.8,3.64%,$44.54,$1.6800,2019-12-30,Quarter,2020-01-15,Financial,Regional Midwest Banks,Qualified,2019-12-31,2019-12-17,No
QSR,Restaurant Brands International Inc,4.2,3.64%,$55.68,$2.0800,2020-03-13,Quarter,2020-04-03,Services,Restaurants,Qualified,2020-03-16,2020-02-09,No
POPE,Pope Resources L.P.,1.2,3.64%,$108.25,$4.0000,2020-03-03,Quarter,2020-03-18,Industrial Goods,Lumber Wood Production,Unknown,2020-03-04,2020-02-19,No
SCS,Steelcase Inc.,4.2,3.64%,$15.91,$0.5800,2019-12-26,Quarter,2020-01-13,Consumer Goods,Business Equipment,Qualified,2019-12-27,2019-12-17,No
CBT,Cabot Corp,4.4,3.64%,$37.18,$1.4000,2020-02-27,Quarter,2020-03-13,Basic Materials,Specialty Chemicals,Qualified,2020-02-28,2020-01-10,No
MUI,BlackRock Muni Intermediate Duration Fund Inc,2,3.64%,$14.64,$0.5340,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
K,Kellogg Co.,4.2,3.64%,$64.26,$2.2800,2020-03-02,Quarter,2020-03-16,Consumer Goods,Processed And Packaged Goods,Qualified,2020-03-03,2020-02-21,No
GLBZ,Glen Burnie Bancorp,1.8,3.64%,$11.00,$0.4000,2020-01-16,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-01-20,2020-01-09,No
EIX,Edison International,3.2,3.63%,$70.69,$2.5500,2020-03-30,Quarter,2020-04-30,Utilities,Electric Utilities,Qualified,2020-03-31,2020-02-27,No
OMF,"OneMain Holdings, Inc.",3.6,3.63%,$38.87,$1.3200,2020-02-25,Quarter,2020-03-13,Financial,Credit Services,Qualified,2020-02-26,2020-02-10,No
PFBI,"Premier Financial Bancorp, Inc.",1.8,3.62%,$16.38,$0.6000,2020-03-13,Quarter,2020-03-31,Financial,Regional Southeast Banks,Qualified,2020-03-16,2020-02-24,No
FCF,First Commonwealth,4.6,3.62%,$11.77,$0.4400,2020-02-06,Quarter,2020-02-21,Financial,Regional Northeast Banks,Qualified,2020-02-07,2020-01-28,No
GIS,General Mills,4.2,3.62%,$53.90,$1.9600,2020-04-08,Quarter,2020-05-01,Consumer Goods,Processed And Packaged Goods,Qualified,2020-04-10,2020-01-27,No
CLI,Mack-Cali Realty Corp,1.4,3.62%,$21.28,$0.8000,2020-01-02,Quarter,2020-01-10,Financial,Reit Office,Non-Qualified,2020-01-03,2019-12-17,No
LNC,Lincoln National Corp,3,3.62%,$42.06,$1.6000,2020-04-09,Quarter,2020-05-01,Financial,Life Insurance,Qualified,2020-04-13,2020-02-20,No
HASI,Hannon Armstrong Sustnbl Infrstr Cap Inc,4,3.61%,$37.07,$1.3600,2020-04-01,Quarter,2020-04-10,Financial,Reit Diversified,Non-Qualified,2020-04-02,2020-02-20,No
HCI,"Homeowners Choice, Inc.",3.8,3.61%,$43.25,$1.6000,2020-02-20,Quarter,2020-03-20,Financial,Property And Casualty Insurance,Qualified,2020-02-21,2020-01-27,No
BQH,Blackrock New York Municipal Bond Trust,2,3.60%,$16.25,$0.5760,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
NRG,NRG Energy Inc.,2.2,3.60%,$34.79,$1.2000,2020-01-31,Quarter,2020-02-18,Utilities,Electric Utilities,Qualified,2020-02-03,2020-01-21,No
CFR,CullenFrost Bankers Inc. ,3.6,3.58%,$76.82,$2.8400,2020-02-27,Quarter,2020-03-13,Financial,Regional Southwest Banks,Qualified,2020-02-28,2020-01-29,No
MHE,Massachusetts Health & Education Tax Exempt Trust Sh Ben Int,2,3.58%,$13.42,$0.4800,2020-03-13,Monthly,2020-04-01,Financial,Closed End Fund Debt,Unknown,2020-03-16,2020-03-02,No
NID,Nuveen Intermediate Duration Mu,2,3.58%,$14.22,$0.5100,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Equity,Unknown,2020-02-14,2020-02-03,No
BKSC,Bank Of South Carolina Corp,1.8,3.58%,$17.62,$0.6400,2019-12-31,Quarter,2020-01-31,Financial,Regional Mid Atlantic Banks,Non-Qualified,2020-01-02,2019-12-19,No
GILD,Gilead Sciences,2,3.58%,$77.01,$2.7200,2020-03-12,Quarter,2020-03-30,Healthcare,Biotechnology,Qualified,2020-03-13,2020-02-04,No
NPV,Nuveen Virginia Premium Income Municipal Fund Com.,2,3.57%,$14.60,$0.5220,2020-02-13,Monthly,2020-03-02,Financial,Closed End Fund Debt,Unknown,2020-02-14,2020-02-03,No
UGI,UGI Corp,4.4,3.57%,$37.07,$1.3000,2020-03-13,Quarter,2020-04-01,Utilities,Diversified Utilities,Qualified,2020-03-16,2020-01-22,No
MPB,MidPenn Bancorp,3.4,3.56%,$20.97,$0.7200,2020-02-04,Quarter,2020-02-24,Financial,Regional Northeast Banks,Qualified,2020-02-05,2020-01-22,No
HI,Hillenbrand Inc.,4,3.56%,$23.44,$0.8500,2020-03-16,Quarter,2020-03-31,Services,Personal Services,Qualified,2020-03-17,2020-02-13,No
VCF,Delaware Investments Colorado Municipal Income Fund Inc,2,3.54%,$15.26,$0.5400,2020-03-19,Monthly,2020-03-27,Financial,Closed End Fund Debt,Unknown,2020-03-20,2020-03-03,No
GPC,Genuine Parts,4.4,3.54%,$86.64,$3.1600,2020-03-05,Quarter,2020-04-01,Services,Auto Parts Wholesale,Qualified,2020-03-06,2020-02-17,No
CBRL,Cracker Barrel,4,3.53%,$141.12,$5.2000,2020-04-16,Quarter,2020-05-05,Services,Restaurants,Qualified,2020-04-17,2020-03-03,No
